CallSign,ExerciseTime,Latitude,Longitude,Height
SIA912,271,2.2021,103.2781,9448.8
SIA489,271,2.6557,102.0319,9448.8
SIA803,271,2.3786,102.283,10668.0
SIA524,271,2.8678,102.7519,11887.2
SIA941,271,2.44,102.8478,11887.2
SIA914,271,2.3072,102.0667,11887.2
SIA850,271,2.607,102.1923,10668.0
SIA395,271,2.4974,102.5399,10668.0
SIA777,271,2.1805,102.971,9448.8
SIA311,271,2.8528,102.0467,11887.2
SIA598,271,2.2291,102.3137,11887.2
SIA266,271,2.2623,102.0119,9448.8
SIA865,271,2.5,102.4698,10668.0
SIA415,271,2.2234,102.817,11887.2
SIA989,271,2.472,101.8737,9448.8
SIA266,272,2.2617,102.0127,9448.8
SIA914,272,2.3078,102.0659,11887.2
SIA395,272,2.4969,102.5408,10668.0
SIA42,272,3.0249,102.1019,9448.8
SIA777,272,2.1801,102.97,9448.8
SIA992,272,2.98,102.1695,11887.2
SIA912,272,2.2023,103.277,9448.8
SIA367,272,2.7623,101.8522,9448.8
SIA415,272,2.2223,102.8172,11887.2
SIA598,272,2.2292,102.3126,11887.2
SIA850,272,2.608,102.1923,10668.0
SIA498,272,2.883,102.4215,11887.2
SIA311,272,2.8519,102.0463,11887.2
SIA941,272,2.439,102.8474,11887.2
SIA431,272,2.8749,102.2824,9448.8
SIA865,272,2.5,102.4708,10668.0
SIA989,272,2.4711,101.8741,9448.8
SIA524,272,2.868,102.7529,11887.2
SIA489,272,2.6561,102.0309,9448.8
SIA803,272,2.3795,102.2825,10668.0
SIA524,273,2.8683,102.7539,11887.2
SIA431,273,2.8745,102.2834,9448.8
SIA367,273,2.7631,101.8515,9448.8
SIA912,273,2.2024,103.276,9448.8
SIA850,273,2.609,102.1922,10668.0
SIA865,273,2.5,102.4719,10668.0
SIA941,273,2.438,102.8471,11887.2
SIA42,273,3.0241,102.1026,9448.8
SIA992,273,2.9794,102.1686,11887.2
SIA777,273,2.1797,102.969,9448.8
SIA415,273,2.2213,102.8174,11887.2
SIA989,273,2.4701,101.8745,9448.8
SIA498,273,2.8828,102.4225,11887.2
SIA311,273,2.851,102.0459,11887.2
SIA914,273,2.3084,102.065,11887.2
SIA598,273,2.2293,102.3116,11887.2
SIA395,273,2.4964,102.5417,10668.0
SIA489,273,2.6564,102.0299,9448.8
SIA803,273,2.3803,102.2819,10668.0
SIA266,273,2.261,102.0136,9448.8
SIA524,274,2.8686,102.7549,11887.2
SIA941,274,2.437,102.8468,11887.2
SIA992,274,2.9788,102.1678,11887.2
SIA311,274,2.85,102.0455,11887.2
SIA42,274,3.0232,102.1032,9448.8
SIA865,274,2.5,102.4729,10668.0
SIA850,274,2.6101,102.1922,10668.0
SIA989,274,2.4691,101.8749,9448.8
SIA914,274,2.309,102.0642,11887.2
SIA912,274,2.2026,103.2749,9448.8
SIA415,274,2.2203,102.8176,11887.2
SIA803,274,2.3812,102.2813,10668.0
SIA598,274,2.2294,102.3106,11887.2
SIA395,274,2.4959,102.5426,10668.0
SIA266,274,2.2604,102.0144,9448.8
SIA498,274,2.8825,102.4235,11887.2
SIA431,274,2.8742,102.2844,9448.8
SIA367,274,2.764,101.8508,9448.8
SIA489,274,2.6568,102.0289,9448.8
SIA777,274,2.1793,102.968,9448.8
SIA777,275,2.1789,102.9671,9448.8
SIA914,275,2.3096,102.0633,11887.2
SIA989,275,2.4681,101.8753,9448.8
SIA498,275,2.8822,102.4245,11887.2
SIA311,275,2.8491,102.045,11887.2
SIA598,275,2.2295,102.3095,11887.2
SIA941,275,2.436,102.8464,11887.2
SIA489,275,2.6572,102.0279,9448.8
SIA524,275,2.8688,102.7559,11887.2
SIA850,275,2.6111,102.1921,10668.0
SIA42,275,3.0224,102.1039,9448.8
SIA912,275,2.2027,103.2739,9448.8
SIA395,275,2.4953,102.5435,10668.0
SIA803,275,2.3821,102.2808,10668.0
SIA992,275,2.9781,102.1669,11887.2
SIA367,275,2.7648,101.8501,9448.8
SIA415,275,2.2193,102.8178,11887.2
SIA266,275,2.2597,102.0152,9448.8
SIA865,275,2.5,102.474,10668.0
SIA431,275,2.8738,102.2854,9448.8
SIA498,276,2.882,102.4255,11887.2
SIA914,276,2.3102,102.0625,11887.2
SIA489,276,2.6575,102.0269,9448.8
SIA431,276,2.8734,102.2864,9448.8
SIA524,276,2.8691,102.7569,11887.2
SIA367,276,2.7656,101.8494,9448.8
SIA598,276,2.2296,102.3085,11887.2
SIA850,276,2.6121,102.192,10668.0
SIA941,276,2.4351,102.8461,11887.2
SIA865,276,2.5,102.475,10668.0
SIA989,276,2.4671,101.8757,9448.8
SIA42,276,3.0216,102.1046,9448.8
SIA777,276,2.1785,102.9661,9448.8
SIA311,276,2.8481,102.0446,11887.2
SIA803,276,2.383,102.2802,10668.0
SIA415,276,2.2183,102.818,11887.2
SIA395,276,2.4948,102.5444,10668.0
SIA266,276,2.2591,102.0161,9448.8
SIA992,276,2.9775,102.1661,11887.2
SIA912,276,2.2029,103.2728,9448.8
SIA865,277,2.5,102.476,10668.0
SIA941,277,2.4341,102.8458,11887.2
SIA395,277,2.4943,102.5453,10668.0
SIA431,277,2.873,102.2874,9448.8
SIA367,277,2.7664,101.8488,9448.8
SIA489,277,2.6579,102.0259,9448.8
SIA850,277,2.6132,102.192,10668.0
SIA912,277,2.203,103.2718,9448.8
SIA42,277,3.0208,102.1052,9448.8
SIA266,277,2.2584,102.0169,9448.8
SIA803,277,2.3838,102.2796,10668.0
SIA992,277,2.9769,102.1653,11887.2
SIA524,277,2.8694,102.7579,11887.2
SIA498,277,2.8817,102.4265,11887.2
SIA598,277,2.2297,102.3075,11887.2
SIA989,277,2.4662,101.876,9448.8
SIA914,277,2.3108,102.0617,11887.2
SIA777,277,2.1781,102.9651,9448.8
SIA311,277,2.8472,102.0442,11887.2
SIA415,277,2.2173,102.8182,11887.2
SIA524,278,2.8696,102.7589,11887.2
SIA266,278,2.2578,102.0178,9448.8
SIA395,278,2.4938,102.5462,10668.0
SIA42,278,3.02,102.1059,9448.8
SIA989,278,2.4652,101.8764,9448.8
SIA489,278,2.6583,102.0249,9448.8
SIA850,278,2.6142,102.1919,10668.0
SIA415,278,2.2163,102.8184,11887.2
SIA941,278,2.4331,102.8454,11887.2
SIA598,278,2.2298,102.3065,11887.2
SIA367,278,2.7672,101.8481,9448.8
SIA865,278,2.5,102.4771,10668.0
SIA803,278,2.3847,102.2791,10668.0
SIA311,278,2.8462,102.0438,11887.2
SIA777,278,2.1777,102.9641,9448.8
SIA912,278,2.2032,103.2707,9448.8
SIA431,278,2.8727,102.2884,9448.8
SIA498,278,2.8814,102.4275,11887.2
SIA992,278,2.9763,102.1644,11887.2
SIA914,278,2.3114,102.0608,11887.2
SIA912,279,2.2033,103.2697,9448.8
SIA266,279,2.2571,102.0186,9448.8
SIA524,279,2.8699,102.7599,11887.2
SIA42,279,3.0191,102.1066,9448.8
SIA850,279,2.6153,102.1919,10668.0
SIA498,279,2.8812,102.4285,11887.2
SIA803,279,2.3856,102.2785,10668.0
SIA431,279,2.8723,102.2894,9448.8
SIA992,279,2.9757,102.1636,11887.2
SIA415,279,2.2152,102.8186,11887.2
SIA777,279,2.1773,102.9631,9448.8
SIA395,279,2.4933,102.5471,10668.0
SIA598,279,2.2299,102.3054,11887.2
SIA914,279,2.312,102.06,11887.2
SIA865,279,2.5,102.4781,10668.0
SIA989,279,2.4642,101.8768,9448.8
SIA941,279,2.4321,102.8451,11887.2
SIA367,279,2.768,101.8474,9448.8
SIA311,279,2.8453,102.0434,11887.2
SIA489,279,2.6586,102.0239,9448.8
SIA498,280,2.8809,102.4295,11887.2
SIA803,280,2.3864,102.2779,10668.0
SIA992,280,2.9751,102.1628,11887.2
SIA865,280,2.5,102.4792,10668.0
SIA415,280,2.2142,102.8188,11887.2
SIA850,280,2.6163,102.1918,10668.0
SIA311,280,2.8443,102.0429,11887.2
SIA395,280,2.4927,102.548,10668.0
SIA431,280,2.8719,102.2903,9448.8
SIA489,280,2.659,102.0229,9448.8
SIA524,280,2.8702,102.7609,11887.2
SIA42,280,3.0183,102.1072,9448.8
SIA941,280,2.4312,102.8447,11887.2
SIA914,280,2.3127,102.0592,11887.2
SIA598,280,2.2301,102.3044,11887.2
SIA777,280,2.1769,102.9621,9448.8
SIA912,280,2.2035,103.2686,9448.8
SIA266,280,2.2565,102.0194,9448.8
SIA989,280,2.4632,101.8772,9448.8
SIA367,280,2.7688,101.8467,9448.8
SIA311,281,2.8434,102.0425,11887.2
SIA989,281,2.4622,101.8776,9448.8
SIA803,281,2.3873,102.2774,10668.0
SIA42,281,3.0175,102.1079,9448.8
SIA914,281,2.3133,102.0583,11887.2
SIA777,281,2.1765,102.9612,9448.8
SIA415,281,2.2132,102.819,11887.2
SIA598,281,2.2302,102.3034,11887.2
SIA498,281,2.8806,102.4305,11887.2
SIA489,281,2.6593,102.0219,9448.8
SIA992,281,2.9745,102.1619,11887.2
SIA266,281,2.2558,102.0203,9448.8
SIA524,281,2.8704,102.7619,11887.2
SIA367,281,2.7696,101.846,9448.8
SIA395,281,2.4922,102.5489,10668.0
SIA865,281,2.5,102.4802,10668.0
SIA912,281,2.2036,103.2676,9448.8
SIA941,281,2.4302,102.8444,11887.2
SIA431,281,2.8715,102.2913,9448.8
SIA850,281,2.6173,102.1918,10668.0
SIA914,282,2.3139,102.0575,11887.2
SIA367,282,2.7705,101.8454,9448.8
SIA311,282,2.8425,102.0421,11887.2
SIA489,282,2.6597,102.0209,9448.8
SIA598,282,2.2303,102.3023,11887.2
SIA266,282,2.2552,102.0211,9448.8
SIA524,282,2.8707,102.7629,11887.2
SIA941,282,2.4292,102.8441,11887.2
SIA912,282,2.2038,103.2665,9448.8
SIA865,282,2.5,102.4812,10668.0
SIA803,282,2.3882,102.2768,10668.0
SIA415,282,2.2122,102.8192,11887.2
SIA498,282,2.8804,102.4315,11887.2
SIA989,282,2.4612,101.878,9448.8
SIA395,282,2.4917,102.5498,10668.0
SIA992,282,2.9739,102.1611,11887.2
SIA42,282,3.0167,102.1086,9448.8
SIA777,282,2.1761,102.9602,9448.8
SIA850,282,2.6184,102.1917,10668.0
SIA431,282,2.8711,102.2923,9448.8
SIA367,283,2.7713,101.8447,9448.8
SIA992,283,2.9733,102.1602,11887.2
SIA598,283,2.2304,102.3013,11887.2
SIA941,283,2.4282,102.8437,11887.2
SIA912,283,2.2039,103.2655,9448.8
SIA395,283,2.4912,102.5507,10668.0
SIA311,283,2.8415,102.0417,11887.2
SIA777,283,2.1757,102.9592,9448.8
SIA266,283,2.2545,102.0219,9448.8
SIA989,283,2.4603,101.8784,9448.8
SIA42,283,3.0158,102.1092,9448.8
SIA524,283,2.871,102.7639,11887.2
SIA431,283,2.8708,102.2933,9448.8
SIA415,283,2.2112,102.8194,11887.2
SIA803,283,2.3891,102.2762,10668.0
SIA914,283,2.3145,102.0566,11887.2
SIA498,283,2.8801,102.4325,11887.2
SIA489,283,2.6601,102.0199,9448.8
SIA865,283,2.5,102.4823,10668.0
SIA850,283,2.6194,102.1917,10668.0
SIA524,284,2.8713,102.7649,11887.2
SIA992,284,2.9727,102.1594,11887.2
SIA415,284,2.2102,102.8196,11887.2
SIA395,284,2.4907,102.5516,10668.0
SIA498,284,2.8798,102.4335,11887.2
SIA912,284,2.2041,103.2644,9448.8
SIA850,284,2.6205,102.1916,10668.0
SIA941,284,2.4272,102.8434,11887.2
SIA989,284,2.4593,101.8788,9448.8
SIA489,284,2.6604,102.0189,9448.8
SIA598,284,2.2305,102.3003,11887.2
SIA367,284,2.7721,101.844,9448.8
SIA266,284,2.2538,102.0228,9448.8
SIA803,284,2.3899,102.2757,10668.0
SIA914,284,2.3151,102.0558,11887.2
SIA431,284,2.8704,102.2943,9448.8
SIA777,284,2.1753,102.9582,9448.8
SIA42,284,3.015,102.1099,9448.8
SIA865,284,2.5,102.4833,10668.0
SIA311,284,2.8406,102.0412,11887.2
SIA989,285,2.4583,101.8792,9448.8
SIA266,285,2.2532,102.0236,9448.8
SIA431,285,2.87,102.2953,9448.8
SIA914,285,2.3157,102.055,11887.2
SIA865,285,2.5,102.4844,10668.0
SIA415,285,2.2091,102.8198,11887.2
SIA395,285,2.4901,102.5525,10668.0
SIA777,285,2.1749,102.9572,9448.8
SIA311,285,2.8396,102.0408,11887.2
SIA489,285,2.6608,102.0179,9448.8
SIA992,285,2.9721,102.1586,11887.2
SIA850,285,2.6215,102.1916,10668.0
SIA42,285,3.0142,102.1106,9448.8
SIA524,285,2.8715,102.7659,11887.2
SIA941,285,2.4263,102.8431,11887.2
SIA367,285,2.7729,101.8433,9448.8
SIA803,285,2.3908,102.2751,10668.0
SIA598,285,2.2306,102.2993,11887.2
SIA498,285,2.8795,102.4345,11887.2
SIA912,285,2.2042,103.2634,9448.8
SIA803,286,2.3917,102.2745,10668.0
SIA989,286,2.4573,101.8796,9448.8
SIA524,286,2.8718,102.7669,11887.2
SIA914,286,2.3163,102.0541,11887.2
SIA431,286,2.8696,102.2963,9448.8
SIA42,286,3.0134,102.1112,9448.8
SIA865,286,2.5,102.4854,10668.0
SIA498,286,2.8793,102.4355,11887.2
SIA489,286,2.6612,102.0169,9448.8
SIA941,286,2.4253,102.8427,11887.2
SIA266,286,2.2525,102.0244,9448.8
SIA367,286,2.7737,101.8426,9448.8
SIA912,286,2.2044,103.2623,9448.8
SIA395,286,2.4896,102.5534,10668.0
SIA850,286,2.6225,102.1915,10668.0
SIA311,286,2.8387,102.0404,11887.2
SIA777,286,2.1745,102.9562,9448.8
SIA992,286,2.9715,102.1577,11887.2
SIA415,286,2.2081,102.82,11887.2
SIA598,286,2.2307,102.2982,11887.2
SIA598,287,2.2308,102.2972,11887.2
SIA367,287,2.7745,101.8419,9448.8
SIA850,287,2.6236,102.1914,10668.0
SIA914,287,2.3169,102.0533,11887.2
SIA992,287,2.9709,102.1569,11887.2
SIA489,287,2.6615,102.0159,9448.8
SIA524,287,2.8721,102.7679,11887.2
SIA42,287,3.0125,102.1119,9448.8
SIA777,287,2.1741,102.9553,9448.8
SIA912,287,2.2045,103.2613,9448.8
SIA311,287,2.8377,102.04,11887.2
SIA395,287,2.4891,102.5543,10668.0
SIA266,287,2.2519,102.0253,9448.8
SIA865,287,2.5,102.4865,10668.0
SIA415,287,2.2071,102.8202,11887.2
SIA941,287,2.4243,102.8424,11887.2
SIA498,287,2.879,102.4365,11887.2
SIA989,287,2.4563,101.88,9448.8
SIA803,287,2.3926,102.274,10668.0
SIA431,287,2.8692,102.2973,9448.8
SIA598,288,2.2309,102.2962,11887.2
SIA850,288,2.6246,102.1914,10668.0
SIA431,288,2.8689,102.2983,9448.8
SIA395,288,2.4886,102.5552,10668.0
SIA524,288,2.8723,102.7689,11887.2
SIA498,288,2.8787,102.4375,11887.2
SIA415,288,2.2061,102.8204,11887.2
SIA367,288,2.7753,101.8413,9448.8
SIA311,288,2.8368,102.0396,11887.2
SIA912,288,2.2047,103.2602,9448.8
SIA266,288,2.2512,102.0261,9448.8
SIA941,288,2.4233,102.8421,11887.2
SIA989,288,2.4553,101.8804,9448.8
SIA914,288,2.3175,102.0525,11887.2
SIA803,288,2.3934,102.2734,10668.0
SIA865,288,2.5,102.4875,10668.0
SIA992,288,2.9702,102.156,11887.2
SIA489,288,2.6619,102.0149,9448.8
SIA777,288,2.1737,102.9543,9448.8
SIA42,288,3.0117,102.1126,9448.8
SIA850,289,2.6257,102.1913,10668.0
SIA803,289,2.3943,102.2728,10668.0
SIA415,289,2.2051,102.8206,11887.2
SIA941,289,2.4224,102.8417,11887.2
SIA598,289,2.231,102.2951,11887.2
SIA42,289,3.0109,102.1132,9448.8
SIA912,289,2.2048,103.2592,9448.8
SIA311,289,2.8358,102.0391,11887.2
SIA524,289,2.8726,102.7699,11887.2
SIA992,289,2.9696,102.1552,11887.2
SIA367,289,2.7761,101.8406,9448.8
SIA914,289,2.3181,102.0516,11887.2
SIA777,289,2.1734,102.9533,9448.8
SIA489,289,2.6622,102.0139,9448.8
SIA498,289,2.8785,102.4385,11887.2
SIA431,289,2.8685,102.2993,9448.8
SIA865,289,2.5,102.4885,10668.0
SIA395,289,2.4881,102.5561,10668.0
SIA989,289,2.4544,101.8808,9448.8
SIA266,289,2.2506,102.0269,9448.8
SIA42,290,3.0101,102.1139,9448.8
SIA777,290,2.173,102.9523,9448.8
SIA598,290,2.2311,102.2941,11887.2
SIA912,290,2.2049,103.2581,9448.8
SIA850,290,2.6267,102.1913,10668.0
SIA489,290,2.6626,102.0129,9448.8
SIA431,290,2.8681,102.3002,9448.8
SIA498,290,2.8782,102.4395,11887.2
SIA395,290,2.4875,102.557,10668.0
SIA803,290,2.3952,102.2723,10668.0
SIA865,290,2.5,102.4896,10668.0
SIA941,290,2.4214,102.8414,11887.2
SIA266,290,2.2499,102.0278,9448.8
SIA992,290,2.969,102.1544,11887.2
SIA524,290,2.8729,102.7709,11887.2
SIA415,290,2.2041,102.8208,11887.2
SIA989,290,2.4534,101.8812,9448.8
SIA311,290,2.8349,102.0387,11887.2
SIA367,290,2.7769,101.8399,9448.8
SIA914,290,2.3187,102.0508,11887.2
SIA311,291,2.834,102.0383,11887.2
SIA992,291,2.9684,102.1535,11887.2
SIA914,291,2.3193,102.0499,11887.2
SIA803,291,2.396,102.2717,10668.0
SIA941,291,2.4204,102.841,11887.2
SIA912,291,2.2051,103.2571,9448.8
SIA524,291,2.8731,102.7719,11887.2
SIA395,291,2.487,102.5579,10668.0
SIA266,291,2.2493,102.0286,9448.8
SIA989,291,2.4524,101.8816,9448.8
SIA367,291,2.7778,101.8392,9448.8
SIA850,291,2.6277,102.1912,10668.0
SIA431,291,2.8677,102.3012,9448.8
SIA415,291,2.2031,102.821,11887.2
SIA42,291,3.0092,102.1146,9448.8
SIA865,291,2.5,102.4906,10668.0
SIA777,291,2.1726,102.9513,9448.8
SIA498,291,2.8779,102.4405,11887.2
SIA598,291,2.2312,102.2931,11887.2
SIA489,291,2.663,102.012,9448.8
SIA992,292,2.9678,102.1527,11887.2
SIA415,292,2.202,102.8212,11887.2
SIA914,292,2.3199,102.0491,11887.2
SIA803,292,2.3969,102.2711,10668.0
SIA941,292,2.4194,102.8407,11887.2
SIA989,292,2.4514,101.882,9448.8
SIA431,292,2.8673,102.3022,9448.8
SIA912,292,2.2052,103.256,9448.8
SIA489,292,2.6633,102.011,9448.8
SIA395,292,2.4865,102.5588,10668.0
SIA498,292,2.8777,102.4415,11887.2
SIA311,292,2.833,102.0379,11887.2
SIA266,292,2.2486,102.0294,9448.8
SIA865,292,2.5,102.4917,10668.0
SIA777,292,2.1722,102.9503,9448.8
SIA367,292,2.7786,101.8385,9448.8
SIA524,292,2.8734,102.7729,11887.2
SIA850,292,2.6288,102.1912,10668.0
SIA42,292,3.0084,102.1153,9448.8
SIA598,292,2.2313,102.292,11887.2
SIA311,293,2.8321,102.0375,11887.2
SIA598,293,2.2315,102.291,11887.2
SIA865,293,2.5,102.4927,10668.0
SIA395,293,2.486,102.5597,10668.0
SIA941,293,2.4184,102.8404,11887.2
SIA912,293,2.2054,103.255,9448.8
SIA266,293,2.248,102.0303,9448.8
SIA367,293,2.7794,101.8379,9448.8
SIA914,293,2.3206,102.0483,11887.2
SIA803,293,2.3978,102.2706,10668.0
SIA489,293,2.6637,102.01,9448.8
SIA989,293,2.4504,101.8824,9448.8
SIA498,293,2.8774,102.4425,11887.2
SIA42,293,3.0076,102.1159,9448.8
SIA777,293,2.1718,102.9494,9448.8
SIA415,293,2.201,102.8214,11887.2
SIA524,293,2.8737,102.7739,11887.2
SIA992,293,2.9672,102.1519,11887.2
SIA850,293,2.6298,102.1911,10668.0
SIA431,293,2.867,102.3032,9448.8
SIA367,294,2.7802,101.8372,9448.8
SIA524,294,2.8739,102.7749,11887.2
SIA498,294,2.8771,102.4435,11887.2
SIA42,294,3.0068,102.1166,9448.8
SIA803,294,2.3987,102.27,10668.0
SIA489,294,2.6641,102.009,9448.8
SIA912,294,2.2055,103.2539,9448.8
SIA266,294,2.2473,102.0311,9448.8
SIA395,294,2.4854,102.5606,10668.0
SIA865,294,2.5,102.4937,10668.0
SIA850,294,2.6309,102.1911,10668.0
SIA992,294,2.9666,102.151,11887.2
SIA989,294,2.4495,101.8828,9448.8
SIA777,294,2.1714,102.9484,9448.8
SIA598,294,2.2316,102.29,11887.2
SIA415,294,2.2,102.8216,11887.2
SIA431,294,2.8666,102.3042,9448.8
SIA311,294,2.8311,102.037,11887.2
SIA941,294,2.4175,102.84,11887.2
SIA914,294,2.3212,102.0474,11887.2
SIA42,295,3.006,102.1173,9448.8
SIA311,295,2.8302,102.0366,11887.2
SIA266,295,2.2467,102.032,9448.8
SIA989,295,2.4485,101.8832,9448.8
SIA431,295,2.8662,102.3052,9448.8
SIA912,295,2.2057,103.2529,9448.8
SIA489,295,2.6644,102.008,9448.8
SIA498,295,2.8769,102.4445,11887.2
SIA524,295,2.8742,102.7759,11887.2
SIA850,295,2.6319,102.191,10668.0
SIA598,295,2.2317,102.289,11887.2
SIA992,295,2.966,102.1502,11887.2
SIA865,295,2.5,102.4948,10668.0
SIA803,295,2.3995,102.2694,10668.0
SIA395,295,2.4849,102.5615,10668.0
SIA367,295,2.781,101.8365,9448.8
SIA914,295,2.3218,102.0466,11887.2
SIA941,295,2.4165,102.8397,11887.2
SIA415,295,2.199,102.8218,11887.2
SIA777,295,2.171,102.9474,9448.8
SIA498,296,2.8766,102.4455,11887.2
SIA311,296,2.8292,102.0362,11887.2
SIA415,296,2.198,102.822,11887.2
SIA912,296,2.2058,103.2518,9448.8
SIA989,296,2.4475,101.8836,9448.8
SIA489,296,2.6648,102.007,9448.8
SIA598,296,2.2318,102.2879,11887.2
SIA777,296,2.1706,102.9464,9448.8
SIA865,296,2.5,102.4958,10668.0
SIA431,296,2.8658,102.3062,9448.8
SIA367,296,2.7818,101.8358,9448.8
SIA914,296,2.3224,102.0458,11887.2
SIA266,296,2.246,102.0328,9448.8
SIA941,296,2.4155,102.8394,11887.2
SIA524,296,2.8745,102.7769,11887.2
SIA850,296,2.6329,102.191,10668.0
SIA992,296,2.9654,102.1493,11887.2
SIA42,296,3.0051,102.1179,9448.8
SIA395,296,2.4844,102.5624,10668.0
SIA803,296,2.4004,102.2689,10668.0
SIA989,297,2.4465,101.884,9448.8
SIA914,297,2.323,102.0449,11887.2
SIA266,297,2.2454,102.0336,9448.8
SIA489,297,2.6651,102.006,9448.8
SIA415,297,2.197,102.8222,11887.2
SIA865,297,2.5,102.4969,10668.0
SIA803,297,2.4013,102.2683,10668.0
SIA941,297,2.4145,102.839,11887.2
SIA431,297,2.8654,102.3072,9448.8
SIA524,297,2.8747,102.7779,11887.2
SIA598,297,2.2319,102.2869,11887.2
SIA850,297,2.634,102.1909,10668.0
SIA777,297,2.1702,102.9454,9448.8
SIA367,297,2.7826,101.8351,9448.8
SIA395,297,2.4839,102.5633,10668.0
SIA912,297,2.206,103.2508,9448.8
SIA992,297,2.9648,102.1485,11887.2
SIA42,297,3.0043,102.1186,9448.8
SIA311,297,2.8283,102.0358,11887.2
SIA498,297,2.8763,102.4465,11887.2
SIA367,298,2.7834,101.8344,9448.8
SIA311,298,2.8273,102.0354,11887.2
SIA992,298,2.9642,102.1477,11887.2
SIA777,298,2.1698,102.9444,9448.8
SIA865,298,2.5,102.4979,10668.0
SIA266,298,2.2447,102.0345,9448.8
SIA431,298,2.8651,102.3082,9448.8
SIA598,298,2.232,102.2859,11887.2
SIA989,298,2.4455,101.8844,9448.8
SIA42,298,3.0035,102.1193,9448.8
SIA395,298,2.4834,102.5642,10668.0
SIA914,298,2.3236,102.0441,11887.2
SIA912,298,2.2061,103.2497,9448.8
SIA489,298,2.6655,102.005,9448.8
SIA498,298,2.8761,102.4475,11887.2
SIA524,298,2.875,102.7789,11887.2
SIA850,298,2.635,102.1908,10668.0
SIA803,298,2.4022,102.2677,10668.0
SIA415,298,2.196,102.8224,11887.2
SIA941,298,2.4136,102.8387,11887.2
SIA395,299,2.4828,102.5651,10668.0
SIA803,299,2.403,102.2671,10668.0
SIA598,299,2.2321,102.2848,11887.2
SIA865,299,2.5,102.499,10668.0
SIA42,299,3.0027,102.1199,9448.8
SIA266,299,2.2441,102.0353,9448.8
SIA914,299,2.3242,102.0433,11887.2
SIA992,299,2.9636,102.1468,11887.2
SIA912,299,2.2063,103.2487,9448.8
SIA311,299,2.8264,102.0349,11887.2
SIA524,299,2.8753,102.7799,11887.2
SIA777,299,2.1694,102.9435,9448.8
SIA498,299,2.8758,102.4485,11887.2
SIA431,299,2.8647,102.3092,9448.8
SIA415,299,2.1949,102.8226,11887.2
SIA850,299,2.6361,102.1908,10668.0
SIA489,299,2.6659,102.004,9448.8
SIA989,299,2.4445,101.8848,9448.8
SIA941,299,2.4126,102.8383,11887.2
SIA367,299,2.7843,101.8338,9448.8
SIA42,300,3.0018,102.1206,9448.8
SIA498,300,2.8755,102.4495,11887.2
SIA598,300,2.2322,102.2838,11887.2
SIA914,300,2.3248,102.0424,11887.2
SIA777,300,2.169,102.9425,9448.8
SIA415,300,2.1939,102.8228,11887.2
SIA311,300,2.8255,102.0345,11887.2
SIA992,300,2.963,102.146,11887.2
SIA850,300,2.6371,102.1907,10668.0
SIA865,300,2.5,102.5,10668.0
SIA395,300,2.4823,102.566,10668.0
SIA989,300,2.4436,101.8852,9448.8
SIA489,300,2.6662,102.003,9448.8
SIA266,300,2.2434,102.0361,9448.8
SIA367,300,2.7851,101.8331,9448.8
SIA524,300,2.8755,102.7809,11887.2
SIA431,300,2.8643,102.3102,9448.8
SIA941,300,2.4116,102.838,11887.2
SIA803,300,2.4039,102.2666,10668.0
SIA912,300,2.2064,103.2476,9448.8
SIA42,301,3.001,102.1213,9448.8
SIA489,301,2.6666,102.002,9448.8
SIA912,301,2.2066,103.2466,9448.8
SIA941,301,2.4106,102.8377,11887.2
SIA865,301,2.5,102.501,10668.0
SIA311,301,2.8245,102.0341,11887.2
SIA266,301,2.2428,102.037,9448.8
SIA992,301,2.9623,102.1452,11887.2
SIA803,301,2.4048,102.266,10668.0
SIA989,301,2.4426,101.8856,9448.8
SIA777,301,2.1686,102.9415,9448.8
SIA367,301,2.7859,101.8324,9448.8
SIA395,301,2.4818,102.5669,10668.0
SIA415,301,2.1929,102.823,11887.2
SIA524,301,2.8758,102.7819,11887.2
SIA498,301,2.8753,102.4505,11887.2
SIA431,301,2.8639,102.3111,9448.8
SIA914,301,2.3254,102.0416,11887.2
SIA598,301,2.2323,102.2828,11887.2
SIA850,301,2.6381,102.1907,10668.0
SIA431,302,2.8635,102.3121,9448.8
SIA266,302,2.2421,102.0378,9448.8
SIA803,302,2.4057,102.2654,10668.0
SIA989,302,2.4416,101.886,9448.8
SIA524,302,2.8761,102.7829,11887.2
SIA941,302,2.4096,102.8373,11887.2
SIA395,302,2.4813,102.5678,10668.0
SIA850,302,2.6392,102.1906,10668.0
SIA992,302,2.9617,102.1443,11887.2
SIA865,302,2.5,102.5021,10668.0
SIA914,302,2.326,102.0407,11887.2
SIA415,302,2.1919,102.8232,11887.2
SIA42,302,3.0002,102.1219,9448.8
SIA777,302,2.1682,102.9405,9448.8
SIA498,302,2.875,102.4515,11887.2
SIA912,302,2.2067,103.2455,9448.8
SIA367,302,2.7867,101.8317,9448.8
SIA311,302,2.8236,102.0337,11887.2
SIA489,302,2.667,102.001,9448.8
SIA598,302,2.2324,102.2818,11887.2
SIA431,303,2.8632,102.3131,9448.8
SIA524,303,2.8763,102.7839,11887.2
SIA498,303,2.8747,102.4525,11887.2
SIA803,303,2.4065,102.2649,10668.0
SIA489,303,2.6673,102.0,9448.8
SIA42,303,2.9994,102.1226,9448.8
SIA912,303,2.2069,103.2445,9448.8
