CallSign,ExerciseTime,Latitude,Longitude,Height
SIA941,88,2.6189,102.9095,11887.2
SIA415,88,2.4091,102.7809,11887.2
SIA489,88,2.5894,102.2143,9448.8
SIA431,88,2.9448,102.1002,9448.8
SIA912,88,2.1751,103.4702,9448.8
SIA524,88,2.8188,102.5689,11887.2
SIA266,88,2.3817,101.859,9448.8
SIA367,88,2.613,101.9776,9448.8
SIA311,88,3.0257,102.1238,11887.2
SIA803,88,2.2188,102.3869,10668.0
SIA395,88,2.5927,102.3747,10668.0
SIA598,88,2.2093,102.502,11887.2
SIA992,89,3.0912,102.3228,11887.2
SIA415,89,2.4081,102.7811,11887.2
SIA777,89,2.2527,103.1499,9448.8
SIA941,89,2.6179,102.9091,11887.2
SIA598,89,2.2094,102.501,11887.2
SIA865,89,2.5,102.2801,10668.0
SIA311,89,3.0248,102.1234,11887.2
SIA367,89,2.6138,101.9769,9448.8
SIA912,89,2.1753,103.4691,9448.8
SIA524,89,2.819,102.5699,11887.2
SIA431,89,2.9444,102.1012,9448.8
SIA989,89,2.6508,101.8014,9448.8
SIA914,89,2.1966,102.2191,11887.2
SIA498,89,2.932,102.2384,11887.2
SIA803,89,2.2197,102.3863,10668.0
SIA850,89,2.4178,102.2022,10668.0
SIA42,89,3.1756,101.9797,9448.8
SIA266,89,2.381,101.8598,9448.8
SIA489,89,2.5898,102.2133,9448.8
SIA395,89,2.5921,102.3756,10668.0
SIA941,90,2.6169,102.9088,11887.2
SIA865,90,2.5,102.2812,10668.0
SIA489,90,2.5901,102.2123,9448.8
SIA395,90,2.5916,102.3765,10668.0
SIA415,90,2.4071,102.7813,11887.2
SIA311,90,3.0238,102.123,11887.2
SIA989,90,2.6498,101.8018,9448.8
SIA914,90,2.1972,102.2182,11887.2
SIA367,90,2.6146,101.9762,9448.8
SIA803,90,2.2206,102.3857,10668.0
SIA850,90,2.4188,102.2022,10668.0
SIA498,90,2.9317,102.2394,11887.2
SIA431,90,2.944,102.1022,9448.8
SIA777,90,2.2523,103.1489,9448.8
SIA266,90,2.3804,101.8607,9448.8
SIA912,90,2.1754,103.4681,9448.8
SIA992,90,3.0906,102.3219,11887.2
SIA598,90,2.2095,102.4999,11887.2
SIA524,90,2.8193,102.5709,11887.2
SIA42,90,3.1747,101.9804,9448.8
SIA777,91,2.2519,103.1479,9448.8
SIA850,91,2.4198,102.2021,10668.0
SIA431,91,2.9436,102.1032,9448.8
SIA395,91,2.5911,102.3774,10668.0
SIA914,91,2.1978,102.2174,11887.2
SIA992,91,3.09,102.3211,11887.2
SIA524,91,2.8196,102.5719,11887.2
SIA489,91,2.5905,102.2113,9448.8
SIA598,91,2.2096,102.4989,11887.2
SIA42,91,3.1739,101.981,9448.8
SIA989,91,2.6489,101.8021,9448.8
SIA803,91,2.2214,102.3852,10668.0
SIA498,91,2.9314,102.2404,11887.2
SIA266,91,2.3797,101.8615,9448.8
SIA865,91,2.5,102.2822,10668.0
SIA941,91,2.6159,102.9084,11887.2
SIA311,91,3.0229,102.1225,11887.2
SIA415,91,2.4061,102.7815,11887.2
SIA912,91,2.1756,103.467,9448.8
SIA367,91,2.6154,101.9756,9448.8
SIA598,92,2.2097,102.4979,11887.2
SIA914,92,2.1984,102.2165,11887.2
SIA266,92,2.3791,101.8623,9448.8
SIA489,92,2.5908,102.2103,9448.8
SIA803,92,2.2223,102.3846,10668.0
SIA395,92,2.5906,102.3783,10668.0
SIA367,92,2.6162,101.9749,9448.8
SIA989,92,2.6479,101.8025,9448.8
SIA992,92,3.0894,102.3203,11887.2
SIA311,92,3.0219,102.1221,11887.2
SIA431,92,2.9433,102.1041,9448.8
SIA850,92,2.4209,102.2021,10668.0
SIA42,92,3.1731,101.9817,9448.8
SIA777,92,2.2515,103.147,9448.8
SIA415,92,2.405,102.7817,11887.2
SIA912,92,2.1757,103.466,9448.8
SIA941,92,2.615,102.9081,11887.2
SIA498,92,2.9312,102.2414,11887.2
SIA865,92,2.5,102.2833,10668.0
SIA524,92,2.8198,102.5729,11887.2
SIA42,93,3.1723,101.9824,9448.8
SIA367,93,2.6171,101.9742,9448.8
SIA431,93,2.9429,102.1051,9448.8
SIA992,93,3.0887,102.3194,11887.2
SIA489,93,2.5912,102.2093,9448.8
SIA498,93,2.9309,102.2424,11887.2
SIA524,93,2.8201,102.5739,11887.2
SIA865,93,2.5,102.2843,10668.0
SIA914,93,2.199,102.2157,11887.2
SIA941,93,2.614,102.9078,11887.2
SIA989,93,2.6469,101.8029,9448.8
SIA777,93,2.2511,103.146,9448.8
SIA850,93,2.4219,102.202,10668.0
SIA598,93,2.2098,102.4968,11887.2
SIA912,93,2.1759,103.4649,9448.8
SIA415,93,2.404,102.7819,11887.2
SIA395,93,2.5901,102.3792,10668.0
SIA803,93,2.2232,102.384,10668.0
SIA266,93,2.3784,101.8632,9448.8
SIA311,93,3.021,102.1217,11887.2
SIA415,94,2.403,102.7821,11887.2
SIA367,94,2.6179,101.9735,9448.8
SIA431,94,2.9425,102.1061,9448.8
SIA850,94,2.423,102.202,10668.0
SIA42,94,3.1714,101.983,9448.8
SIA989,94,2.6459,101.8033,9448.8
SIA865,94,2.5,102.2854,10668.0
SIA266,94,2.3778,101.864,9448.8
SIA498,94,2.9306,102.2434,11887.2
SIA395,94,2.5895,102.3801,10668.0
SIA489,94,2.5916,102.2083,9448.8
SIA803,94,2.2241,102.3835,10668.0
SIA777,94,2.2507,103.145,9448.8
SIA914,94,2.1996,102.2149,11887.2
SIA912,94,2.176,103.4639,9448.8
SIA941,94,2.613,102.9074,11887.2
SIA311,94,3.02,102.1213,11887.2
SIA524,94,2.8204,102.5749,11887.2
SIA598,94,2.2099,102.4958,11887.2
SIA992,94,3.0881,102.3186,11887.2
SIA941,95,2.612,102.9071,11887.2
SIA989,95,2.6449,101.8037,9448.8
SIA992,95,3.0875,102.3177,11887.2
SIA311,95,3.0191,102.1208,11887.2
SIA598,95,2.21,102.4948,11887.2
SIA912,95,2.1762,103.4628,9448.8
SIA777,95,2.2503,103.144,9448.8
SIA850,95,2.424,102.2019,10668.0
SIA42,95,3.1706,101.9837,9448.8
SIA367,95,2.6187,101.9728,9448.8
SIA431,95,2.9421,102.1071,9448.8
SIA524,95,2.8207,102.5759,11887.2
SIA803,95,2.2249,102.3829,10668.0
SIA266,95,2.3771,101.8648,9448.8
SIA415,95,2.402,102.7823,11887.2
SIA395,95,2.589,102.381,10668.0
SIA498,95,2.9304,102.2444,11887.2
SIA865,95,2.5,102.2864,10668.0
SIA914,95,2.2002,102.214,11887.2
SIA489,95,2.5919,102.2073,9448.8
SIA42,96,3.1698,101.9844,9448.8
SIA992,96,3.0869,102.3169,11887.2
SIA989,96,2.644,101.8041,9448.8
SIA598,96,2.2101,102.4938,11887.2
SIA914,96,2.2008,102.2132,11887.2
SIA803,96,2.2258,102.3823,10668.0
SIA395,96,2.5885,102.3819,10668.0
SIA431,96,2.9417,102.1081,9448.8
SIA912,96,2.1763,103.4618,9448.8
SIA865,96,2.5,102.2874,10668.0
SIA311,96,3.0182,102.1204,11887.2
SIA489,96,2.5923,102.2063,9448.8
SIA367,96,2.6195,101.9722,9448.8
SIA850,96,2.425,102.2019,10668.0
SIA498,96,2.9301,102.2454,11887.2
SIA524,96,2.8209,102.5769,11887.2
SIA941,96,2.611,102.9068,11887.2
SIA777,96,2.2499,103.143,9448.8
SIA415,96,2.401,102.7825,11887.2
SIA266,96,2.3765,101.8657,9448.8
SIA803,97,2.2267,102.3818,10668.0
SIA498,97,2.9298,102.2464,11887.2
SIA431,97,2.9414,102.1091,9448.8
SIA395,97,2.588,102.3828,10668.0
SIA992,97,3.0863,102.3161,11887.2
SIA850,97,2.4261,102.2018,10668.0
SIA367,97,2.6203,101.9715,9448.8
SIA524,97,2.8212,102.5779,11887.2
SIA777,97,2.2495,103.142,9448.8
SIA865,97,2.5,102.2885,10668.0
SIA489,97,2.5927,102.2053,9448.8
SIA415,97,2.4,102.7827,11887.2
SIA989,97,2.643,101.8045,9448.8
SIA914,97,2.2014,102.2124,11887.2
SIA912,97,2.1765,103.4607,9448.8
SIA42,97,3.169,101.985,9448.8
SIA941,97,2.6101,102.9064,11887.2
SIA266,97,2.3758,101.8665,9448.8
SIA311,97,3.0172,102.12,11887.2
SIA598,97,2.2103,102.4927,11887.2
SIA266,98,2.3752,101.8673,9448.8
SIA989,98,2.642,101.8049,9448.8
SIA598,98,2.2104,102.4917,11887.2
SIA992,98,3.0857,102.3152,11887.2
SIA311,98,3.0163,102.1196,11887.2
SIA865,98,2.5,102.2895,10668.0
SIA431,98,2.941,102.1101,9448.8
SIA941,98,2.6091,102.9061,11887.2
SIA803,98,2.2276,102.3812,10668.0
SIA395,98,2.5875,102.3837,10668.0
SIA367,98,2.6211,101.9708,9448.8
SIA498,98,2.9296,102.2474,11887.2
SIA415,98,2.399,102.7829,11887.2
SIA914,98,2.202,102.2115,11887.2
SIA42,98,3.1681,101.9857,9448.8
SIA912,98,2.1766,103.4597,9448.8
SIA489,98,2.593,102.2043,9448.8
SIA524,98,2.8215,102.5789,11887.2
SIA850,98,2.4271,102.2018,10668.0
SIA777,98,2.2491,103.1411,9448.8
SIA941,99,2.6081,102.9057,11887.2
SIA803,99,2.2284,102.3806,10668.0
SIA266,99,2.3745,101.8682,9448.8
SIA524,99,2.8217,102.5799,11887.2
SIA850,99,2.4282,102.2017,10668.0
SIA992,99,3.0851,102.3144,11887.2
SIA42,99,3.1673,101.9864,9448.8
SIA431,99,2.9406,102.1111,9448.8
SIA498,99,2.9293,102.2484,11887.2
SIA914,99,2.2026,102.2107,11887.2
SIA865,99,2.5,102.2906,10668.0
SIA989,99,2.641,101.8053,9448.8
SIA912,99,2.1768,103.4586,9448.8
SIA489,99,2.5934,102.2033,9448.8
SIA395,99,2.5869,102.3846,10668.0
SIA367,99,2.6219,101.9701,9448.8
SIA311,99,3.0153,102.1192,11887.2
SIA777,99,2.2487,103.1401,9448.8
SIA598,99,2.2105,102.4907,11887.2
SIA415,99,2.3979,102.7831,11887.2
SIA42,100,3.1665,101.987,9448.8
SIA498,100,2.929,102.2494,11887.2
SIA367,100,2.6227,101.9694,9448.8
SIA912,100,2.1769,103.4576,9448.8
SIA524,100,2.822,102.5809,11887.2
SIA266,100,2.3739,101.869,9448.8
SIA431,100,2.9402,102.1121,9448.8
SIA415,100,2.3969,102.7833,11887.2
SIA850,100,2.4292,102.2016,10668.0
SIA941,100,2.6071,102.9054,11887.2
SIA989,100,2.64,101.8057,9448.8
SIA598,100,2.2106,102.4896,11887.2
SIA777,100,2.2483,103.1391,9448.8
SIA914,100,2.2032,102.2098,11887.2
SIA311,100,3.0144,102.1187,11887.2
SIA395,100,2.5864,102.3855,10668.0
SIA865,100,2.5,102.2916,10668.0
SIA489,100,2.5937,102.2023,9448.8
SIA992,100,3.0845,102.3135,11887.2
SIA803,100,2.2293,102.3801,10668.0
SIA431,101,2.9398,102.1131,9448.8
SIA598,101,2.2107,102.4886,11887.2
SIA850,101,2.4302,102.2016,10668.0
SIA42,101,3.1657,101.9877,9448.8
SIA266,101,2.3732,101.8699,9448.8
SIA498,101,2.9288,102.2504,11887.2
SIA524,101,2.8223,102.5819,11887.2
SIA912,101,2.1771,103.4565,9448.8
SIA914,101,2.2038,102.209,11887.2
SIA941,101,2.6062,102.9051,11887.2
SIA489,101,2.5941,102.2013,9448.8
SIA777,101,2.248,103.1381,9448.8
SIA415,101,2.3959,102.7835,11887.2
SIA803,101,2.2302,102.3795,10668.0
SIA989,101,2.639,101.8061,9448.8
SIA311,101,3.0134,102.1183,11887.2
SIA367,101,2.6235,101.9687,9448.8
SIA865,101,2.5,102.2927,10668.0
SIA395,101,2.5859,102.3864,10668.0
SIA992,101,3.0839,102.3127,11887.2
SIA266,102,2.3726,101.8707,9448.8
SIA524,102,2.8225,102.5829,11887.2
SIA431,102,2.9395,102.1141,9448.8
SIA914,102,2.2045,102.2082,11887.2
SIA912,102,2.1772,103.4555,9448.8
SIA992,102,3.0833,102.3119,11887.2
SIA598,102,2.2108,102.4876,11887.2
SIA850,102,2.4313,102.2015,10668.0
SIA489,102,2.5945,102.2003,9448.8
SIA941,102,2.6052,102.9047,11887.2
SIA865,102,2.5,102.2937,10668.0
SIA777,102,2.2476,103.1371,9448.8
SIA367,102,2.6244,101.9681,9448.8
SIA415,102,2.3949,102.7837,11887.2
SIA42,102,3.1649,101.9884,9448.8
SIA395,102,2.5854,102.3873,10668.0
SIA803,102,2.231,102.3789,10668.0
SIA311,102,3.0125,102.1179,11887.2
SIA989,102,2.6381,101.8065,9448.8
SIA498,102,2.9285,102.2514,11887.2
SIA367,103,2.6252,101.9674,9448.8
SIA850,103,2.4323,102.2015,10668.0
SIA941,103,2.6042,102.9044,11887.2
SIA415,103,2.3939,102.7839,11887.2
SIA311,103,3.0115,102.1175,11887.2
SIA524,103,2.8228,102.5839,11887.2
SIA777,103,2.2472,103.1361,9448.8
SIA498,103,2.9282,102.2524,11887.2
SIA803,103,2.2319,102.3784,10668.0
SIA431,103,2.9391,102.115,9448.8
SIA992,103,3.0827,102.311,11887.2
SIA42,103,3.164,101.989,9448.8
SIA395,103,2.5848,102.3882,10668.0
SIA598,103,2.2109,102.4866,11887.2
SIA914,103,2.2051,102.2073,11887.2
SIA489,103,2.5948,102.1993,9448.8
SIA865,103,2.5,102.2947,10668.0
SIA912,103,2.1774,103.4544,9448.8
SIA989,103,2.6371,101.8069,9448.8
SIA266,103,2.3719,101.8715,9448.8
SIA395,104,2.5843,102.3891,10668.0
SIA989,104,2.6361,101.8073,9448.8
SIA865,104,2.5,102.2958,10668.0
SIA498,104,2.928,102.2534,11887.2
SIA367,104,2.626,101.9667,9448.8
SIA598,104,2.211,102.4855,11887.2
SIA803,104,2.2328,102.3778,10668.0
SIA415,104,2.3929,102.7841,11887.2
SIA992,104,3.0821,102.3102,11887.2
SIA941,104,2.6032,102.9041,11887.2
SIA914,104,2.2057,102.2065,11887.2
SIA777,104,2.2468,103.1352,9448.8
SIA489,104,2.5952,102.1983,9448.8
SIA311,104,3.0106,102.1171,11887.2
SIA912,104,2.1775,103.4534,9448.8
SIA524,104,2.8231,102.5849,11887.2
SIA431,104,2.9387,102.116,9448.8
SIA42,104,3.1632,101.9897,9448.8
SIA850,104,2.4333,102.2014,10668.0
SIA266,104,2.3712,101.8724,9448.8
SIA850,105,2.4344,102.2014,10668.0
SIA415,105,2.3919,102.7843,11887.2
SIA489,105,2.5956,102.1973,9448.8
SIA865,105,2.5,102.2968,10668.0
SIA914,105,2.2063,102.2057,11887.2
SIA311,105,3.0097,102.1166,11887.2
SIA431,105,2.9383,102.117,9448.8
SIA395,105,2.5838,102.3901,10668.0
SIA992,105,3.0815,102.3094,11887.2
SIA367,105,2.6268,101.966,9448.8
SIA524,105,2.8233,102.5859,11887.2
SIA777,105,2.2464,103.1342,9448.8
SIA912,105,2.1777,103.4523,9448.8
SIA42,105,3.1624,101.9904,9448.8
SIA266,105,2.3706,101.8732,9448.8
SIA498,105,2.9277,102.2544,11887.2
SIA941,105,2.6022,102.9037,11887.2
SIA803,105,2.2337,102.3772,10668.0
SIA598,105,2.2111,102.4845,11887.2
SIA989,105,2.6351,101.8077,9448.8
SIA777,106,2.246,103.1332,9448.8
SIA395,106,2.5833,102.391,10668.0
SIA367,106,2.6276,101.9653,9448.8
SIA498,106,2.9274,102.2554,11887.2
SIA266,106,2.3699,101.874,9448.8
SIA850,106,2.4354,102.2013,10668.0
SIA489,106,2.5959,102.1963,9448.8
SIA992,106,3.0809,102.3085,11887.2
SIA598,106,2.2112,102.4835,11887.2
SIA989,106,2.6341,101.8081,9448.8
SIA803,106,2.2345,102.3767,10668.0
SIA42,106,3.1616,101.991,9448.8
SIA912,106,2.1778,103.4513,9448.8
SIA415,106,2.3908,102.7845,11887.2
SIA941,106,2.6013,102.9034,11887.2
SIA914,106,2.2069,102.2048,11887.2
SIA431,106,2.9379,102.118,9448.8
SIA311,106,3.0087,102.1162,11887.2
SIA865,106,2.5,102.2979,10668.0
SIA524,106,2.8236,102.5869,11887.2
SIA367,107,2.6284,101.9647,9448.8
SIA524,107,2.8239,102.5879,11887.2
SIA914,107,2.2075,102.204,11887.2
SIA912,107,2.178,103.4502,9448.8
SIA941,107,2.6003,102.903,11887.2
SIA266,107,2.3693,101.8749,9448.8
SIA865,107,2.5,102.2989,10668.0
SIA989,107,2.6331,101.8085,9448.8
SIA311,107,3.0078,102.1158,11887.2
SIA992,107,3.0802,102.3077,11887.2
SIA431,107,2.9376,102.119,9448.8
SIA42,107,3.1607,101.9917,9448.8
SIA803,107,2.2354,102.3761,10668.0
SIA850,107,2.4365,102.2013,10668.0
SIA498,107,2.9272,102.2564,11887.2
SIA415,107,2.3898,102.7847,11887.2
SIA395,107,2.5828,102.3919,10668.0
SIA489,107,2.5963,102.1953,9448.8
SIA598,107,2.2113,102.4824,11887.2
SIA777,107,2.2456,103.1322,9448.8
SIA498,108,2.9269,102.2574,11887.2
SIA367,108,2.6292,101.964,9448.8
SIA992,108,3.0796,102.3068,11887.2
SIA941,108,2.5993,102.9027,11887.2
SIA850,108,2.4375,102.2012,10668.0
SIA914,108,2.2081,102.2031,11887.2
SIA489,108,2.5966,102.1943,9448.8
SIA912,108,2.1781,103.4492,9448.8
SIA777,108,2.2452,103.1312,9448.8
SIA395,108,2.5822,102.3928,10668.0
SIA415,108,2.3888,102.7849,11887.2
SIA266,108,2.3686,101.8757,9448.8
SIA42,108,3.1599,101.9924,9448.8
SIA803,108,2.2363,102.3755,10668.0
SIA865,108,2.5,102.2999,10668.0
SIA431,108,2.9372,102.12,9448.8
SIA311,108,3.0068,102.1154,11887.2
SIA989,108,2.6322,101.8089,9448.8
SIA524,108,2.8241,102.5889,11887.2
SIA598,108,2.2114,102.4814,11887.2
SIA598,109,2.2116,102.4804,11887.2
SIA415,109,2.3878,102.7851,11887.2
SIA941,109,2.5983,102.9024,11887.2
SIA777,109,2.2448,103.1303,9448.8
SIA42,109,3.1591,101.9931,9448.8
SIA803,109,2.2372,102.375,10668.0
SIA311,109,3.0059,102.115,11887.2
SIA992,109,3.079,102.306,11887.2
SIA914,109,2.2087,102.2023,11887.2
SIA498,109,2.9266,102.2584,11887.2
SIA989,109,2.6312,101.8093,9448.8
SIA367,109,2.63,101.9633,9448.8
SIA489,109,2.597,102.1933,9448.8
SIA912,109,2.1782,103.4481,9448.8
SIA431,109,2.9368,102.121,9448.8
SIA850,109,2.4385,102.2012,10668.0
SIA865,109,2.5,102.301,10668.0
SIA524,109,2.8244,102.5899,11887.2
SIA266,109,2.368,101.8765,9448.8
SIA395,109,2.5817,102.3937,10668.0
SIA914,110,2.2093,102.2015,11887.2
SIA524,110,2.8247,102.5909,11887.2
SIA777,110,2.2444,103.1293,9448.8
SIA912,110,2.1784,103.4471,9448.8
SIA42,110,3.1583,101.9937,9448.8
SIA803,110,2.238,102.3744,10668.0
SIA865,110,2.5,102.302,10668.0
SIA266,110,2.3673,101.8774,9448.8
SIA431,110,2.9364,102.122,9448.8
SIA311,110,3.0049,102.1145,11887.2
SIA489,110,2.5974,102.1923,9448.8
SIA395,110,2.5812,102.3946,10668.0
SIA498,110,2.9264,102.2594,11887.2
SIA989,110,2.6302,101.8097,9448.8
SIA850,110,2.4396,102.2011,10668.0
SIA415,110,2.3868,102.7853,11887.2
SIA367,110,2.6309,101.9626,9448.8
SIA598,110,2.2117,102.4793,11887.2
SIA941,110,2.5974,102.902,11887.2
SIA992,110,3.0784,102.3052,11887.2
SIA498,111,2.9261,102.2604,11887.2
SIA367,111,2.6317,101.9619,9448.8
SIA803,111,2.2389,102.3738,10668.0
SIA992,111,3.0778,102.3043,11887.2
SIA850,111,2.4406,102.201,10668.0
SIA266,111,2.3667,101.8782,9448.8
SIA989,111,2.6292,101.8101,9448.8
SIA431,111,2.936,102.123,9448.8
SIA598,111,2.2118,102.4783,11887.2
SIA311,111,3.004,102.1141,11887.2
SIA489,111,2.5977,102.1913,9448.8
SIA415,111,2.3858,102.7855,11887.2
SIA395,111,2.5807,102.3955,10668.0
SIA865,111,2.5,102.3031,10668.0
SIA912,111,2.1785,103.446,9448.8
SIA914,111,2.2099,102.2006,11887.2
SIA941,111,2.5964,102.9017,11887.2
SIA777,111,2.244,103.1283,9448.8
SIA524,111,2.8249,102.5919,11887.2
SIA42,111,3.1574,101.9944,9448.8
SIA912,112,2.1787,103.445,9448.8
SIA850,112,2.4417,102.201,10668.0
SIA367,112,2.6325,101.9612,9448.8
SIA598,112,2.2119,102.4773,11887.2
SIA431,112,2.9357,102.124,9448.8
SIA311,112,3.003,102.1137,11887.2
SIA777,112,2.2436,103.1273,9448.8
SIA42,112,3.1566,101.9951,9448.8
SIA989,112,2.6282,101.8105,9448.8
SIA266,112,2.366,101.879,9448.8
SIA498,112,2.9258,102.2614,11887.2
SIA489,112,2.5981,102.1903,9448.8
SIA524,112,2.8252,102.5929,11887.2
SIA941,112,2.5954,102.9014,11887.2
SIA803,112,2.2398,102.3732,10668.0
SIA992,112,3.0772,102.3035,11887.2
SIA914,112,2.2105,102.1998,11887.2
SIA865,112,2.5,102.3041,10668.0
SIA415,112,2.3847,102.7856,11887.2
SIA395,112,2.5802,102.3964,10668.0
SIA777,113,2.2432,103.1263,9448.8
SIA266,113,2.3654,101.8799,9448.8
SIA367,113,2.6333,101.9606,9448.8
SIA941,113,2.5944,102.901,11887.2
SIA415,113,2.3837,102.7858,11887.2
SIA865,113,2.5,102.3052,10668.0
SIA598,113,2.212,102.4763,11887.2
SIA498,113,2.9256,102.2624,11887.2
SIA524,113,2.8255,102.5939,11887.2
SIA489,113,2.5985,102.1893,9448.8
SIA395,113,2.5796,102.3973,10668.0
SIA914,113,2.2111,102.199,11887.2
SIA912,113,2.1788,103.4439,9448.8
SIA431,113,2.9353,102.1249,9448.8
SIA992,113,3.0766,102.3027,11887.2
SIA989,113,2.6273,101.8109,9448.8
SIA42,113,3.1558,101.9957,9448.8
SIA311,113,3.0021,102.1133,11887.2
SIA803,113,2.2406,102.3727,10668.0
SIA850,113,2.4427,102.2009,10668.0
SIA431,114,2.9349,102.1259,9448.8
SIA367,114,2.6341,101.9599,9448.8
SIA598,114,2.2121,102.4752,11887.2
SIA941,114,2.5935,102.9007,11887.2
SIA524,114,2.8257,102.5949,11887.2
SIA489,114,2.5988,102.1883,9448.8
SIA395,114,2.5791,102.3982,10668.0
SIA850,114,2.4437,102.2009,10668.0
SIA865,114,2.5,102.3062,10668.0
SIA415,114,2.3827,102.786,11887.2
SIA42,114,3.155,101.9964,9448.8
SIA266,114,2.3647,101.8807,9448.8
SIA498,114,2.9253,102.2634,11887.2
SIA912,114,2.179,103.4429,9448.8
SIA777,114,2.2428,103.1253,9448.8
SIA311,114,3.0012,102.1128,11887.2
SIA803,114,2.2415,102.3721,10668.0
SIA992,114,3.076,102.3018,11887.2
SIA989,114,2.6263,101.8113,9448.8
SIA914,114,2.2117,102.1981,11887.2
SIA395,115,2.5786,102.3991,10668.0
SIA992,115,3.0754,102.301,11887.2
SIA865,115,2.5,102.3072,10668.0
SIA914,115,2.2124,102.1973,11887.2
SIA415,115,2.3817,102.7862,11887.2
SIA266,115,2.3641,101.8816,9448.8
SIA42,115,3.1542,101.9971,9448.8
SIA850,115,2.4448,102.2008,10668.0
SIA803,115,2.2424,102.3715,10668.0
SIA912,115,2.1791,103.4418,9448.8
SIA941,115,2.5925,102.9004,11887.2
SIA489,115,2.5992,102.1874,9448.8
SIA431,115,2.9345,102.1269,9448.8
SIA311,115,3.0002,102.1124,11887.2
SIA598,115,2.2122,102.4742,11887.2
SIA524,115,2.826,102.5959,11887.2
SIA367,115,2.6349,101.9592,9448.8
SIA498,115,2.925,102.2644,11887.2
SIA989,115,2.6253,101.8117,9448.8
SIA777,115,2.2424,103.1244,9448.8
SIA489,116,2.5995,102.1864,9448.8
SIA415,116,2.3807,102.7864,11887.2
SIA598,116,2.2123,102.4732,11887.2
SIA912,116,2.1793,103.4408,9448.8
SIA367,116,2.6357,101.9585,9448.8
SIA850,116,2.4458,102.2008,10668.0
SIA803,116,2.2433,102.371,10668.0
SIA266,116,2.3634,101.8824,9448.8
SIA989,116,2.6243,101.8121,9448.8
SIA42,116,3.1533,101.9977,9448.8
SIA431,116,2.9341,102.1279,9448.8
SIA498,116,2.9248,102.2654,11887.2
SIA914,116,2.213,102.1965,11887.2
SIA311,116,2.9993,102.112,11887.2
SIA777,116,2.242,103.1234,9448.8
SIA992,116,3.0748,102.3001,11887.2
SIA524,116,2.8263,102.5969,11887.2
SIA395,116,2.5781,102.4,10668.0
SIA941,116,2.5915,102.9,11887.2
SIA865,116,2.5,102.3083,10668.0
SIA266,117,2.3628,101.8832,9448.8
SIA42,117,3.1525,101.9984,9448.8
SIA914,117,2.2136,102.1956,11887.2
SIA992,117,3.0742,102.2993,11887.2
SIA989,117,2.6233,101.8125,9448.8
SIA777,117,2.2416,103.1224,9448.8
SIA489,117,2.5999,102.1854,9448.8
SIA941,117,2.5905,102.8997,11887.2
SIA912,117,2.1794,103.4397,9448.8
SIA367,117,2.6365,101.9578,9448.8
SIA395,117,2.5776,102.4009,10668.0
SIA524,117,2.8265,102.5979,11887.2
SIA498,117,2.9245,102.2664,11887.2
SIA431,117,2.9338,102.1289,9448.8
SIA415,117,2.3797,102.7866,11887.2
SIA311,117,2.9983,102.1116,11887.2
SIA598,117,2.2124,102.4721,11887.2
SIA865,117,2.5,102.3093,10668.0
SIA850,117,2.4469,102.2007,10668.0
SIA803,117,2.2441,102.3704,10668.0
SIA311,118,2.9974,102.1112,11887.2
SIA989,118,2.6223,101.8129,9448.8
SIA912,118,2.1796,103.4387,9448.8
SIA598,118,2.2125,102.4711,11887.2
SIA415,118,2.3787,102.7868,11887.2
SIA42,118,3.1517,101.9991,9448.8
SIA777,118,2.2412,103.1214,9448.8
SIA524,118,2.8268,102.5989,11887.2
SIA266,118,2.3621,101.8841,9448.8
SIA992,118,3.0736,102.2985,11887.2
SIA803,118,2.245,102.3698,10668.0
SIA914,118,2.2142,102.1948,11887.2
SIA367,118,2.6373,101.9572,9448.8
SIA395,118,2.577,102.4018,10668.0
SIA865,118,2.5,102.3104,10668.0
SIA431,118,2.9334,102.1299,9448.8
SIA941,118,2.5895,102.8993,11887.2
SIA489,118,2.6003,102.1844,9448.8
SIA850,118,2.4479,102.2007,10668.0
SIA498,118,2.9242,102.2674,11887.2
SIA311,119,2.9964,102.1107,11887.2
SIA850,119,2.4489,102.2006,10668.0
SIA989,119,2.6214,101.8133,9448.8
SIA912,119,2.1797,103.4376,9448.8
SIA914,119,2.2148,102.1939,11887.2
SIA803,119,2.2459,102.3693,10668.0
SIA777,119,2.2408,103.1204,9448.8
SIA42,119,3.1509,101.9997,9448.8
SIA367,119,2.6382,101.9565,9448.8
SIA941,119,2.5886,102.899,11887.2
SIA865,119,2.5,102.3114,10668.0
SIA266,119,2.3615,101.8849,9448.8
SIA992,119,3.073,102.2976,11887.2
SIA431,119,2.933,102.1309,9448.8
SIA415,119,2.3776,102.787,11887.2
SIA489,119,2.6006,102.1834,9448.8
SIA598,119,2.2126,102.4701,11887.2
SIA524,119,2.8271,102.5999,11887.2
SIA498,119,2.924,102.2684,11887.2
SIA395,119,2.5765,102.4027,10668.0
SIA598,120,2.2127,102.4691,11887.2
SIA777,120,2.2404,103.1194,9448.8
SIA498,120,2.9237,102.2694,11887.2
SIA42,120,3.15,102.0004,9448.8
SIA431,120,2.9326,102.1319,9448.8
SIA992,120,3.0723,102.2968,11887.2
SIA524,120,2.8273,102.6009,11887.2
SIA803,120,2.2468,102.3687,10668.0
SIA311,120,2.9955,102.1103,11887.2
SIA850,120,2.45,102.2006,10668.0
